PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
1598	17854	Xã Văn Kiều	Tỉnh Nghệ An
1599	16738	Xã Quế Phong	Tỉnh Nghệ An
1600	16750	Xã Tiền Phong	Tỉnh Nghệ An
1601	16756	Xã Tri Lễ	Tỉnh Nghệ An
1602	16774	Xã Mường Quàng	Tỉnh Nghệ An
1603	16744	Xã Thông Thụ	Tỉnh Nghệ An
1604	16777	Xã Quỳ Châu	Tỉnh Nghệ An
1605	16792	Xã Châu Tiến	Tỉnh Nghệ An
1606	16801	Xã Hùng Chân	Tỉnh Nghệ An
1607	16804	Xã Châu Bình	Tỉnh Nghệ An
1608	17035	Xã Quỳ Hợp	Tỉnh Nghệ An
1609	17059	Xã Tam Hợp	Tỉnh Nghệ An
1610	17056	Xã Châu Lộc	Tỉnh Nghệ An
1611	17044	Xã Châu Hồng	Tỉnh Nghệ An
1612	17077	Xã Mường Ham	Tỉnh Nghệ An
1613	17089	Xã Mường Chọng	Tỉnh Nghệ An
1614	17071	Xã Minh Hợp	Tỉnh Nghệ An
1615	17179	Xã Quỳnh Lưu	Tỉnh Nghệ An
1616	17143	Xã Quỳnh Văn	Tỉnh Nghệ An
1617	17176	Xã Quỳnh Anh	Tỉnh Nghệ An
1618	17149	Xã Quỳnh Tam	Tỉnh Nghệ An
1619	17212	Xã Quỳnh Phú	Tỉnh Nghệ An
1620	17152	Xã Quỳnh Sơn	Tỉnh Nghệ An
1621	17224	Xã Quỳnh Thắng	Tỉnh Nghệ An
1622	17266	Xã Tân Kỳ	Tỉnh Nghệ An
1623	17272	Xã Tân Phú	Tỉnh Nghệ An
1624	17305	Xã Tân An	Tỉnh Nghệ An
1625	17284	Xã Nghĩa Đồng	Tỉnh Nghệ An
1626	17278	Xã Giai Xuân	Tỉnh Nghệ An
1627	17326	Xã Nghĩa Hành	Tỉnh Nghệ An
1628	17287	Xã Tiên Đồng	Tỉnh Nghệ An
1629	16939	Phường Thái Hòa	Tỉnh Nghệ An
1630	16994	Phường Tây Hiếu	Tỉnh Nghệ An
1631	17017	Xã Đông Hiếu	Tỉnh Nghệ An
1632	17728	Xã Cát Ngạn	Tỉnh Nghệ An
1633	17743	Xã Tam Đồng	Tỉnh Nghệ An
1634	17722	Xã Hạnh Lâm	Tỉnh Nghệ An
1635	17759	Xã Sơn Lâm	Tỉnh Nghệ An
1636	17770	Xã Hoa Quân	Tỉnh Nghệ An
1637	17791	Xã Kim Bảng	Tỉnh Nghệ An
1638	17818	Xã Bích Hào	Tỉnh Nghệ An
1639	17713	Xã Đại Đồng	Tỉnh Nghệ An
1640	17779	Xã Xuân Lâm	Tỉnh Nghệ An
1641	16933	Xã Tam Quang	Tỉnh Nghệ An
1642	16936	Xã Tam Thái	Tỉnh Nghệ An
1643	16876	Xã Tương Dương	Tỉnh Nghệ An
1644	16906	Xã Lượng Minh	Tỉnh Nghệ An
1645	16912	Xã Yên Na	Tỉnh Nghệ An
1646	16909	Xã Yên Hòa	Tỉnh Nghệ An
1647	16903	Xã Nga My	Tỉnh Nghệ An
1648	16885	Xã Hữu Khuông	Tỉnh Nghệ An
1649	16882	Xã Nhôn Mai	Tỉnh Nghệ An
1650	16690	Phường Trường Vinh	Tỉnh Nghệ An
1651	16681	Phường Thành Vinh	Tỉnh Nghệ An
1652	17920	Phường Vinh Hưng	Tỉnh Nghệ An
1653	16702	Phường Vinh Phú	Tỉnh Nghệ An
1654	16708	Phường Vinh Lộc	Tỉnh Nghệ An
1655	16732	Phường Cửa Lò	Tỉnh Nghệ An
1656	17506	Xã Yên Thành	Tỉnh Nghệ An
1657	17569	Xã Quan Thành	Tỉnh Nghệ An
1658	17605	Xã Hợp Minh	Tỉnh Nghệ An
1659	17611	Xã Vân Tụ	Tỉnh Nghệ An
1660	17560	Xã Vân Du	Tỉnh Nghệ An
1661	17521	Xã Quang Đồng	Tỉnh Nghệ An
1662	17524	Xã Giai Lạc	Tỉnh Nghệ An
1663	17515	Xã Bình Minh	Tỉnh Nghệ An
1664	17530	Xã Đông Thành	Tỉnh Nghệ An
		TỈNH HÀ TĨNH	Tỉnh Hà Tĩnh
1665	18754	Phường Sông Trí	Tỉnh Hà Tĩnh
1666	18781	Phường Hải Ninh	Tỉnh Hà Tĩnh
1667	18832	Phường Hoành Sơn	Tỉnh Hà Tĩnh
1668	18823	Phường Vũng Áng	Tỉnh Hà Tĩnh
1669	18766	Xã Kỳ Xuân	Tỉnh Hà Tĩnh
1670	18775	Xã Kỳ Anh	Tỉnh Hà Tĩnh
1671	18814	Xã Kỳ Hoa	Tỉnh Hà Tĩnh
1672	18787	Xã Kỳ Văn	Tỉnh Hà Tĩnh
1673	18790	Xã Kỳ Khang	Tỉnh Hà Tĩnh
1674	18838	Xã Kỳ Lạc	Tỉnh Hà Tĩnh
1675	18844	Xã Kỳ Thượng	Tỉnh Hà Tĩnh
1676	18673	Xã Cẩm Xuyên	Tỉnh Hà Tĩnh
1677	18676	Xã Thiên Cầm	Tỉnh Hà Tĩnh
1678	18739	Xã Cẩm Duệ	Tỉnh Hà Tĩnh
1679	18736	Xã Cẩm Hưng	Tỉnh Hà Tĩnh
1680	18748	Xã Cẩm Lạc	Tỉnh Hà Tĩnh
1681	18742	Xã Cẩm Trung	Tỉnh Hà Tĩnh
1682	18682	Xã Yên Hòa	Tỉnh Hà Tĩnh
1683	18073	Phường Thành Sen	Tỉnh Hà Tĩnh
1684	18100	Phường Trần Phú	Tỉnh Hà Tĩnh
1685	18652	Phường Hà Huy Tập	Tỉnh Hà Tĩnh
1686	18628	Xã Thạch Lạc	Tỉnh Hà Tĩnh
1687	18619	Xã Đồng Tiến	Tỉnh Hà Tĩnh
1688	18604	Xã Thạch Khê	Tỉnh Hà Tĩnh
1689	18685	Xã Cẩm Bình	Tỉnh Hà Tĩnh
1690	18562	Xã Thạch Hà	Tỉnh Hà Tĩnh
1691	18634	Xã Toàn Lưu	Tỉnh Hà Tĩnh
1692	18601	Xã Việt Xuyên	Tỉnh Hà Tĩnh
1693	18586	Xã Đông Kinh	Tỉnh Hà Tĩnh
1694	18667	Xã Thạch Xuân	Tỉnh Hà Tĩnh
1695	18568	Xã Lộc Hà	Tỉnh Hà Tĩnh
1696	18409	Xã Hồng Lộc	Tỉnh Hà Tĩnh
1697	18583	Xã Mai Phụ	Tỉnh Hà Tĩnh
1698	18406	Xã Can Lộc	Tỉnh Hà Tĩnh
1699	18418	Xã Tùng Lộc	Tỉnh Hà Tĩnh
1700	18466	Xã Gia Hanh	Tỉnh Hà Tĩnh
1701	18436	Xã Trường Lưu	Tỉnh Hà Tĩnh
1702	18481	Xã Xuân Lộc	Tỉnh Hà Tĩnh
1703	18484	Xã Đồng Lộc	Tỉnh Hà Tĩnh
1704	18115	Phường Bắc Hồng Lĩnh	Tỉnh Hà Tĩnh
1705	18118	Phường Nam Hồng Lĩnh	Tỉnh Hà Tĩnh
1706	18373	Xã Tiên Điền	Tỉnh Hà Tĩnh
1707	18352	Xã Nghi Xuân	Tỉnh Hà Tĩnh
1708	18394	Xã Cổ Đạm	Tỉnh Hà Tĩnh
1709	18364	Xã Đan Hải	Tỉnh Hà Tĩnh
1710	18229	Xã Đức Thọ	Tỉnh Hà Tĩnh
1711	18262	Xã Đức Quang	Tỉnh Hà Tĩnh
1712	18304	Xã Đức Đồng	Tỉnh Hà Tĩnh
1713	18277	Xã Đức Thịnh	Tỉnh Hà Tĩnh
1714	18244	Xã Đức Minh	Tỉnh Hà Tĩnh
1715	18133	Xã Hương Sơn	Tỉnh Hà Tĩnh
1716	18172	Xã Sơn Tây	Tỉnh Hà Tĩnh
1717	18202	Xã Tứ Mỹ	Tỉnh Hà Tĩnh
1718	18184	Xã Sơn Giang	Tỉnh Hà Tĩnh
1719	18163	Xã Sơn Tiến	Tỉnh Hà Tĩnh
1720	18160	Xã Sơn Hồng	Tỉnh Hà Tĩnh
1721	18223	Xã Kim Hoa	Tỉnh Hà Tĩnh
1722	18313	Xã Vũ Quang	Tỉnh Hà Tĩnh
1723	18322	Xã Mai Hoa	Tỉnh Hà Tĩnh
1724	18328	Xã Thượng Đức	Tỉnh Hà Tĩnh
1725	18496	Xã Hương Khê	Tỉnh Hà Tĩnh
1726	18532	Xã Hương Phố	Tỉnh Hà Tĩnh
1727	18550	Xã Hương Đô	Tỉnh Hà Tĩnh
1728	18502	Xã Hà Linh	Tỉnh Hà Tĩnh
1729	18523	Xã Hương Bình	Tỉnh Hà Tĩnh
1730	18547	Xã Phúc Trạch	Tỉnh Hà Tĩnh
1731	18544	Xã Hương Xuân	Tỉnh Hà Tĩnh
1732	18196	Xã Sơn Kim 1	Tỉnh Hà Tĩnh
1733	18199	Xã Sơn Kim 2	Tỉnh Hà Tĩnh
		TỈNH QUẢNG TRỊ	Tỉnh Quảng Trị
1734	18880	Phường Đồng Hới	Tỉnh Quảng Trị
1735	18859	Phường Đồng Thuận	Tỉnh Quảng Trị
1736	18871	Phường Đồng Sơn	Tỉnh Quảng Trị
1737	19093	Xã Nam Gianh	Tỉnh Quảng Trị
1738	19075	Xã Nam Ba Đồn	Tỉnh Quảng Trị
1739	19009	Phường Ba Đồn	Tỉnh Quảng Trị
1740	19066	Phường Bắc Gianh	Tỉnh Quảng Trị
1741	18904	Xã Dân Hóa	Tỉnh Quảng Trị
1742	18922	Xã Kim Điền	Tỉnh Quảng Trị
1743	18943	Xã Kim Phú	Tỉnh Quảng Trị
1744	18901	Xã Minh Hóa	Tỉnh Quảng Trị
1745	18919	Xã Tân Thành	Tỉnh Quảng Trị
1746	18958	Xã Tuyên Lâm	Tỉnh Quảng Trị
1747	18952	Xã Tuyên Sơn	Tỉnh Quảng Trị
1748	18949	Xã Đồng Lê	Tỉnh Quảng Trị
1749	18985	Xã Tuyên Phú	Tỉnh Quảng Trị
1750	18991	Xã Tuyên Bình	Tỉnh Quảng Trị
1751	18997	Xã Tuyên Hóa	Tỉnh Quảng Trị
1752	19051	Xã Tân Gianh	Tỉnh Quảng Trị
1753	19030	Xã Trung Thuần	Tỉnh Quảng Trị
1754	19057	Xã Quảng Trạch	Tỉnh Quảng Trị
1755	19033	Xã Hòa Trạch	Tỉnh Quảng Trị
1756	19021	Xã Phú Trạch	Tỉnh Quảng Trị
1757	19147	Xã Thượng Trạch	Tỉnh Quảng Trị
1758	19165	Xã Phong Nha	Tỉnh Quảng Trị
1759	19126	Xã Bắc Trạch	Tỉnh Quảng Trị
1760	19159	Xã Đông Trạch	Tỉnh Quảng Trị
1761	19111	Xã Hoàn Lão	Tỉnh Quảng Trị
1762	19141	Xã Bố Trạch	Tỉnh Quảng Trị
1763	19198	Xã Nam Trạch	Tỉnh Quảng Trị
1764	19207	Xã Quảng Ninh	Tỉnh Quảng Trị
1765	19225	Xã Ninh Châu	Tỉnh Quảng Trị
1766	19237	Xã Trường Ninh	Tỉnh Quảng Trị
1767	19204	Xã Trường Sơn	Tỉnh Quảng Trị
1768	19249	Xã Lệ Thủy	Tỉnh Quảng Trị
1769	19255	Xã Cam Hồng	Tỉnh Quảng Trị
1770	19288	Xã Sen Ngư	Tỉnh Quảng Trị
1771	19291	Xã Tân Mỹ	Tỉnh Quảng Trị
1772	19309	Xã Trường Phú	Tỉnh Quảng Trị
1773	19246	Xã Lệ Ninh	Tỉnh Quảng Trị
1774	19318	Xã Kim Ngân	Tỉnh Quảng Trị
1775	19333	Phường Đông Hà	Tỉnh Quảng Trị
1776	19351	Phường Nam Đông Hà	Tỉnh Quảng Trị
1777	19360	Phường Quảng Trị	Tỉnh Quảng Trị
1778	19363	Xã Vĩnh Linh	Tỉnh Quảng Trị
1779	19414	Xã Cửa Tùng	Tỉnh Quảng Trị
1780	19372	Xã Vĩnh Hoàng	Tỉnh Quảng Trị
1781	19405	Xã Vĩnh Thủy	Tỉnh Quảng Trị
1782	19366	Xã Bến Quan	Tỉnh Quảng Trị
1783	19537	Xã Cồn Tiên	Tỉnh Quảng Trị
1784	19496	Xã Cửa Việt	Tỉnh Quảng Trị
1785	19495	Xã Gio Linh	Tỉnh Quảng Trị
1786	19501	Xã Bến Hải	Tỉnh Quảng Trị
1787	19435	Xã Hướng Lập	Tỉnh Quảng Trị
1788	19441	Xã Hướng Phùng	Tỉnh Quảng Trị
1789	19429	Xã Khe Sanh	Tỉnh Quảng Trị
1790	19462	Xã Tân Lập	Tỉnh Quảng Trị
1791	19432	Xã Lao Bảo	Tỉnh Quảng Trị
1792	19489	Xã Lìa	Tỉnh Quảng Trị
1793	19483	Xã A Dơi	Tỉnh Quảng Trị
1794	19594	Xã La Lay	Tỉnh Quảng Trị
1795	19588	Xã Tà Rụt	Tỉnh Quảng Trị
1796	19564	Xã Đakrông	Tỉnh Quảng Trị
1797	19567	Xã Ba Lòng	Tỉnh Quảng Trị
1798	19555	Xã Hướng Hiệp	Tỉnh Quảng Trị
1799	19597	Xã Cam Lộ	Tỉnh Quảng Trị
1800	19603	Xã Hiếu Giang	Tỉnh Quảng Trị
1801	19624	Xã Triệu Phong	Tỉnh Quảng Trị
1802	19669	Xã Ái Tử	Tỉnh Quảng Trị
1803	19645	Xã Triệu Bình	Tỉnh Quảng Trị
1804	19654	Xã Triệu Cơ	Tỉnh Quảng Trị
1805	19639	Xã Nam Cửa Việt	Tỉnh Quảng Trị
1806	19681	Xã Diên Sanh	Tỉnh Quảng Trị
1807	19741	Xã Mỹ Thủy	Tỉnh Quảng Trị
1808	19702	Xã Hải Lăng	Tỉnh Quảng Trị
1809	19699	Xã Vĩnh Định	Tỉnh Quảng Trị
1810	19735	Xã Nam Hải Lăng	Tỉnh Quảng Trị
1811	19742	Đặc khu Cồn Cỏ	Tỉnh Quảng Trị
		THÀNH PHỐ HUẾ	Thành phố Huế
1812	19900	Phường Thuận An	Thành phố Huế
1813	20014	Phường Hóa Châu	Thành phố Huế
1814	19930	Phường Mỹ Thượng	Thành phố Huế
1815	19777	Phường Vỹ Dạ	Thành phố Huế
1816	19786	Phường Thuận Hóa	Thành phố Huế
1817	19815	Phường An Cựu	Thành phố Huế
1818	19813	Phường Thủy Xuân	Thành phố Huế
1819	19810	Phường Kim Long	Thành phố Huế
1820	20023	Phường Hương An	Thành phố Huế
1821	19768	Phường Phú Xuân	Thành phố Huế
1822	19996	Phường Hương Trà	Thành phố Huế
1823	20017	Phường Kim Trà	Thành phố Huế
1824	19969	Phường Thanh Thủy	Thành phố Huế
1825	19975	Phường Hương Thủy	Thành phố Huế
1826	19960	Phường Phú Bài	Thành phố Huế
1827	19819	Phường Phong Điền	Thành phố Huế
1828	19864	Phường Phong Thái	Thành phố Huế
1829	19831	Phường Phong Dinh	Thành phố Huế
1830	19828	Phường Phong Phú	Thành phố Huế
1831	19873	Phường Phong Quảng	Thành phố Huế
1832	19885	Xã Đan Điền	Thành phố Huế
1833	19867	Xã Quảng Điền	Thành phố Huế
1834	19945	Xã Phú Vinh	Thành phố Huế
1835	19918	Xã Phú Hồ	Thành phố Huế
1836	19942	Xã Phú Vang	Thành phố Huế
1837	20122	Xã Vinh Lộc	Thành phố Huế
1838	20131	Xã Hưng Lộc	Thành phố Huế
1839	20140	Xã Lộc An	Thành phố Huế
1840	20107	Xã Phú Lộc	Thành phố Huế
1841	20152	Xã Chân Mây – Lăng Cô	Thành phố Huế
1842	20182	Xã Long Quảng	Thành phố Huế
1843	20179	Xã Nam Đông	Thành phố Huế
1844	20161	Xã Khe Tre	Thành phố Huế
1845	20035	Xã Bình Điền	Thành phố Huế
1846	20056	Xã A Lưới 1	Thành phố Huế
1847	20044	Xã A Lưới 2	Thành phố Huế
1848	20071	Xã A Lưới 3	Thành phố Huế
1849	20101	Xã A Lưới 4	Thành phố Huế
1850	20050	Xã A Lưới 5	Thành phố Huế
1851	19909	Phường Dương Nỗ	Thành phố Huế
		THÀNH PHỐ ĐÀ NẴNG	Tp Đà Nẵng
1852	20242	Phường Hải Châu	Tp Đà Nẵng
1853	20257	Phường Hòa Cường	Tp Đà Nẵng
1854	20209	Phường Thanh Khê	Tp Đà Nẵng
1855	20224	Phường An Khê	Tp Đà Nẵng
1856	20275	Phường An Hải	Tp Đà Nẵng
1857	20263	Phường Sơn Trà	Tp Đà Nẵng
1858	20285	Phường Ngũ Hành Sơn	Tp Đà Nẵng
1859	20200	Phường Hòa Khánh	Tp Đà Nẵng
1860	20195	Phường Hải Vân	Tp Đà Nẵng
1861	20197	Phường Liên Chiểu	Tp Đà Nẵng
1862	20260	Phường Cẩm Lệ	Tp Đà Nẵng
1863	20314	Phường Hòa Xuân	Tp Đà Nẵng
1864	20320	Xã Hòa Vang	Tp Đà Nẵng
1865	20332	Xã Hòa Tiến	Tp Đà Nẵng
1866	20308	Xã Bà Nà	Tp Đà Nẵng
1867	20333	Đặc khu Hoàng Sa	Tp Đà Nẵng
1868	20965	Xã Núi Thành	Tp Đà Nẵng
1869	21004	Xã Tam Mỹ	Tp Đà Nẵng
1870	20984	Xã Tam Anh	Tp Đà Nẵng
1871	20977	Xã Đức Phú	Tp Đà Nẵng
1872	20971	Xã Tam Xuân	Tp Đà Nẵng
1873	20992	Xã Tam Hải	Tp Đà Nẵng
1874	20341	Phường Tam Kỳ	Tp Đà Nẵng
1875	20356	Phường Quảng Phú	Tp Đà Nẵng
1876	20350	Phường Hương Trà	Tp Đà Nẵng
1877	20335	Phường Bàn Thạch	Tp Đà Nẵng
1878	20380	Xã Tây Hồ	Tp Đà Nẵng
1879	20364	Xã Chiên Đàn	Tp Đà Nẵng
1880	20392	Xã Phú Ninh	Tp Đà Nẵng
1881	20872	Xã Lãnh Ngọc	Tp Đà Nẵng
1882	20854	Xã Tiên Phước	Tp Đà Nẵng
1883	20878	Xã Thạnh Bình	Tp Đà Nẵng
1884	20857	Xã Sơn Cẩm Hà	Tp Đà Nẵng
1885	20908	Xã Trà Liên	Tp Đà Nẵng
1886	20929	Xã Trà Giáp	Tp Đà Nẵng
1887	20923	Xã Trà Tân	Tp Đà Nẵng
1888	20920	Xã Trà Đốc	Tp Đà Nẵng
1889	20900	Xã Trà My	Tp Đà Nẵng
1890	20944	Xã Nam Trà My	Tp Đà Nẵng
1891	20941	Xã Trà Tập	Tp Đà Nẵng
1892	20959	Xã Trà Vân	Tp Đà Nẵng
1893	20950	Xã Trà Linh	Tp Đà Nẵng
1894	20938	Xã Trà Leng	Tp Đà Nẵng
1895	20791	Xã Thăng Bình	Tp Đà Nẵng
1896	20794	Xã Thăng An	Tp Đà Nẵng
1897	20836	Xã Thăng Trường	Tp Đà Nẵng
1898	20848	Xã Thăng Điền	Tp Đà Nẵng
1899	20827	Xã Thăng Phú	Tp Đà Nẵng
1900	20818	Xã Đồng Dương	Tp Đà Nẵng
1901	20662	Xã Quế Sơn Trung	Tp Đà Nẵng
1902	20641	Xã Quế Sơn	Tp Đà Nẵng
1903	20650	Xã Xuân Phú	Tp Đà Nẵng
1904	20656	Xã Nông Sơn	Tp Đà Nẵng
1905	20669	Xã Quế Phước	Tp Đà Nẵng
1906	20635	Xã Duy Nghĩa	Tp Đà Nẵng
1907	20599	Xã Nam Phước	Tp Đà Nẵng
1908	20623	Xã Duy Xuyên	Tp Đà Nẵng
1909	20611	Xã Thu Bồn	Tp Đà Nẵng
1910	20551	Phường Điện Bàn	Tp Đà Nẵng
1911	20579	Phường Điện Bàn Đông	Tp Đà Nẵng
1912	20575	Phường An Thắng	Tp Đà Nẵng
1913	20557	Phường Điện Bàn Bắc	Tp Đà Nẵng
1914	20569	Xã Điện Bàn Tây	Tp Đà Nẵng
1915	20587	Xã Gò Nổi	Tp Đà Nẵng
1916	20410	Phường Hội An	Tp Đà Nẵng
1917	20413	Phường Hội An Đông	Tp Đà Nẵng
1918	20401	Phường Hội An Tây	Tp Đà Nẵng
1919	20434	Xã Tân Hiệp	Tp Đà Nẵng
1920	20500	Xã Đại Lộc	Tp Đà Nẵng
1921	20515	Xã Hà Nha	Tp Đà Nẵng
1922	20506	Xã Thượng Đức	Tp Đà Nẵng
1923	20539	Xã Vu Gia	Tp Đà Nẵng
1924	20542	Xã Phú Thuận	Tp Đà Nẵng
1925	20695	Xã Thạnh Mỹ	Tp Đà Nẵng
1926	20710	Xã Bến Giằng	Tp Đà Nẵng
1927	20707	Xã Nam Giang	Tp Đà Nẵng
1928	20716	Xã Đắc Pring	Tp Đà Nẵng
1929	20704	Xã La Dêê	Tp Đà Nẵng
1930	20698	Xã La Êê	Tp Đà Nẵng
1931	20485	Xã Sông Vàng	Tp Đà Nẵng
1932	20476	Xã Sông Kôn	Tp Đà Nẵng
1933	20467	Xã Đông Giang	Tp Đà Nẵng
1934	20494	Xã Bến Hiên	Tp Đà Nẵng
1935	20458	Xã Avương	Tp Đà Nẵng
1936	20455	Xã Tây Giang	Tp Đà Nẵng
1937	20443	Xã Hùng Sơn	Tp Đà Nẵng
1938	20779	Xã Hiệp Đức	Tp Đà Nẵng
1939	20767	Xã Việt An	Tp Đà Nẵng
1940	20770	Xã Phước Trà	Tp Đà Nẵng
1941	20722	Xã Khâm Đức	Tp Đà Nẵng
1942	20734	Xã Phước Năng	Tp Đà Nẵng
1943	20740	Xã Phước Chánh	Tp Đà Nẵng
1944	20752	Xã Phước Thành	Tp Đà Nẵng
1945	20728	Xã Phước Hiệp	Tp Đà Nẵng
		TỈNH QUẢNG NGÃI	Tỉnh Quảng Ngãi
1946	21211	Xã Tịnh Khê	Tỉnh Quảng Ngãi
1947	21172	Phường Trương Quang Trọng	Tỉnh Quảng Ngãi
1948	21034	Xã An Phú	Tỉnh Quảng Ngãi
1949	21025	Phường Cẩm Thành	Tỉnh Quảng Ngãi
1950	21028	Phường Nghĩa Lộ	Tỉnh Quảng Ngãi
1951	21451	Phường Trà Câu	Tỉnh Quảng Ngãi
1952	21457	Xã Nguyễn Nghiêm	Tỉnh Quảng Ngãi
1953	21439	Phường Đức Phổ	Tỉnh Quảng Ngãi
1954	21472	Xã Khánh Cường	Tỉnh Quảng Ngãi
1955	21478	Phường Sa Huỳnh	Tỉnh Quảng Ngãi
1956	21085	Xã Bình Minh	Tỉnh Quảng Ngãi
1957	21100	Xã Bình Chương	Tỉnh Quảng Ngãi
1958	21040	Xã Bình Sơn	Tỉnh Quảng Ngãi
1959	21061	Xã Vạn Tường	Tỉnh Quảng Ngãi
1960	21109	Xã Đông Sơn	Tỉnh Quảng Ngãi
1961	21196	Xã Trường Giang	Tỉnh Quảng Ngãi
1962	21205	Xã Ba Gia	Tỉnh Quảng Ngãi
1963	21220	Xã Sơn Tịnh	Tỉnh Quảng Ngãi
1964	21181	Xã Thọ Phong	Tỉnh Quảng Ngãi
1965	21235	Xã Tư Nghĩa	Tỉnh Quảng Ngãi
1966	21238	Xã Vệ Giang	Tỉnh Quảng Ngãi
1967	21250	Xã Nghĩa Giang	Tỉnh Quảng Ngãi
1968	21244	Xã Trà Giang	Tỉnh Quảng Ngãi
1969	21364	Xã Nghĩa Hành	Tỉnh Quảng Ngãi
1970	21385	Xã Đình Cương	Tỉnh Quảng Ngãi
1971	21388	Xã Thiện Tín	Tỉnh Quảng Ngãi
1972	21370	Xã Phước Giang	Tỉnh Quảng Ngãi
1973	21409	Xã Long Phụng	Tỉnh Quảng Ngãi
1974	21421	Xã Mỏ Cày	Tỉnh Quảng Ngãi
1975	21400	Xã Mộ Đức	Tỉnh Quảng Ngãi
1976	21433	Xã Lân Phong	Tỉnh Quảng Ngãi
1977	21115	Xã Trà Bồng	Tỉnh Quảng Ngãi
1978	21127	Xã Đông Trà Bồng	Tỉnh Quảng Ngãi
1979	21154	Xã Tây Trà	Tỉnh Quảng Ngãi
1980	21124	Xã Thanh Bồng	Tỉnh Quảng Ngãi
1981	21136	Xã Cà Đam	Tỉnh Quảng Ngãi
1982	21157	Xã Tây Trà Bồng	Tỉnh Quảng Ngãi
1983	21292	Xã Sơn Hạ	Tỉnh Quảng Ngãi
1984	21307	Xã Sơn Linh	Tỉnh Quảng Ngãi
1985	21289	Xã Sơn Hà	Tỉnh Quảng Ngãi
1986	21319	Xã Sơn Thủy	Tỉnh Quảng Ngãi
1987	21325	Xã Sơn Kỳ	Tỉnh Quảng Ngãi
1988	21340	Xã Sơn Tây	Tỉnh Quảng Ngãi
1989	21334	Xã Sơn Tây Thượng	Tỉnh Quảng Ngãi
1990	21343	Xã Sơn Tây Hạ	Tỉnh Quảng Ngãi
1991	21361	Xã Minh Long	Tỉnh Quảng Ngãi
1992	21349	Xã Sơn Mai	Tỉnh Quảng Ngãi
1993	21529	Xã Ba Vì	Tỉnh Quảng Ngãi
1994	21523	Xã Ba Tô	Tỉnh Quảng Ngãi
1995	21499	Xã Ba Dinh	Tỉnh Quảng Ngãi
1996	21484	Xã Ba Tơ	Tỉnh Quảng Ngãi
1997	21490	Xã Ba Vinh	Tỉnh Quảng Ngãi
1998	21496	Xã Ba Động	Tỉnh Quảng Ngãi
1999	21520	Xã Đặng Thùy Trâm	Tỉnh Quảng Ngãi
2000	21538	Xã Ba Xa	Tỉnh Quảng Ngãi
2001	21548	Đặc khu Lý Sơn	Tỉnh Quảng Ngãi
2002	23293	Phường Kon Tum	Tỉnh Quảng Ngãi
2003	23284	Phường Đăk Cấm	Tỉnh Quảng Ngãi
2004	23302	Phường Đăk BLa	Tỉnh Quảng Ngãi
2005	23317	Xã Ngọk Bay	Tỉnh Quảng Ngãi
2006	23326	Xã Ia Chim	Tỉnh Quảng Ngãi
2007	23332	Xã Đăk Rơ Wa	Tỉnh Quảng Ngãi
2008	23504	Xã Đăk Pxi	Tỉnh Quảng Ngãi
2009	23512	Xã Đăk Mar	Tỉnh Quảng Ngãi
2010	23510	Xã Đăk Ui	Tỉnh Quảng Ngãi
2011	23515	Xã Ngọk Réo	Tỉnh Quảng Ngãi
2012	23500	Xã Đăk Hà	Tỉnh Quảng Ngãi
2013	23428	Xã Ngọk Tụ	Tỉnh Quảng Ngãi
2014	23401	Xã Đăk Tô	Tỉnh Quảng Ngãi
2015	23430	Xã Kon Đào	Tỉnh Quảng Ngãi
2016	23416	Xã Đăk Sao	Tỉnh Quảng Ngãi
2017	23419	Xã Đăk Tờ Kan	Tỉnh Quảng Ngãi
